12876,1771851191.879659453,1771851191.855740192,-23.9191
12877,1771851191.879697329,1771851191.855740484,-23.9568
12878,1771851191.879711834,1771851191.855740551,-23.9713
12879,1771851191.879748167,1771851191.855740610,-24.0076
12880,1771851191.879762072,1771851191.855740668,-24.0214
12881,1771851191.879803259,1771851191.855740725,-24.0624
12882,1771851191.879818555,1771851191.855740782,-24.0777
12883,1771851191.879832013,1771851191.855740842,-24.0912
12884,1771851191.879872554,1771851191.857997122,-21.8754
12885,1771851191.879886720,1771851191.857997405,-21.8892
12886,1771851191.879899650,1771851191.857997474,-21.9023
12887,1771851191.879924951,1771851191.857997531,-21.9276
12888,1771851191.879931074,1771851191.857997589,-21.9333
12889,1771851191.879937238,1771851191.857997648,-21.9395
12890,1771851191.879951298,1771851191.857997706,-21.9536
12891,1771851191.879957522,1771851191.857997762,-21.9598
12892,1771851191.879963190,1771851191.858038484,-21.9247
12893,1771851191.910273879,1771851191.890075411,-20.1983
12894,1771851191.910306711,1771851191.890076040,-20.2308
12895,1771851191.910312632,1771851191.890076097,-20.2365
12896,1771851191.910323393,1771851191.890076150,-20.2472
12897,1771851191.910328952,1771851191.890076204,-20.2527
12898,1771851191.910340060,1771851191.890076258,-20.2639
12899,1771851191.910344997,1771851191.890076310,-20.2687
12900,1771851191.910356978,1771851191.890076363,-20.2806
12901,1771851191.910361640,1771851191.890164866,-20.1967
12902,1771851191.910366672,1771851191.890165014,-20.2017
12903,1771851191.910378446,1771851191.890165074,-20.2134
12904,1771851191.910383159,1771851191.890165128,-20.2181
12905,1771851191.910387616,1771851191.890165180,-20.2224
12906,1771851191.910399599,1771851191.890165234,-20.2343
12907,1771851191.910404451,1771851191.890165301,-20.2391
12908,1771851191.910409295,1771851191.890165355,-20.2439
12909,1771851191.910421141,1771851191.890195291,-20.2258
12910,1771851191.910425779,1771851191.890195604,-20.2301
12911,1771851191.910430099,1771851191.890195659,-20.2346
12912,1771851191.942946307,1771851191.929399932,-13.5462
12913,1771851191.943017307,1771851191.929400440,-13.6168
12914,1771851191.943025001,1771851191.929400489,-13.6247
12915,1771851191.943039990,1771851191.929400540,-13.6395
12916,1771851191.943046614,1771851191.929400589,-13.6459
12917,1771851191.943059990,1771851191.929400639,-13.6592
12918,1771851191.943066510,1771851191.929400688,-13.6659
12919,1771851191.943079592,1771851191.929400736,-13.679
12920,1771851191.943085486,1771851191.929478845,-13.6065
12921,1771851191.943099939,1771851191.929478917,-13.6211
12922,1771851191.943106410,1771851191.929478965,-13.6275
